malaysia_weather_cleaned
datetime,year,month,month_num,day,hour,minutes,seconds,state,city,place,temperature,humidity,dew_point,pressure,wind_speed,gust,uv_index,precipitation_rate,precipitation_total
2018-01-17 01:00:00,2018,Jan,1,17,1,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,26.0,78.0,22.0,1009.64,0.0,,0.0,,
2018-01-17 01:00:00,2018,Jan,1,17,1,0,0,Kuala Lumpur,Sepang,Sepang,25.0,89.0,23.0,1007.96,0.0,,0.0,,
2018-01-17 19:00:00,2018,Jan,1,17,19,0,0,Kuala Lumpur,Sepang,Sepang,29.0,70.0,23.0,1002.97,6.0,,0.0,,
2018-01-18 02:30:00,2018,Jan,1,18,2,30,0,Kuala Lumpur,Sepang,Sepang,26.0,89.0,24.0,1005.97,11.0,,0.0,,
2018-01-18 20:30:00,2018,Jan,1,18,20,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,26.0,89.0,24.0,1007.64,9.0,,0.0,,
2018-01-19 05:30:00,2018,Jan,1,19,5,30,0,Kuala Lumpur,Sepang,Sepang,25.0,94.0,24.0,1005.97,4.0,,0.0,,
2018-01-19 07:00:00,2018,Jan,1,19,7,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,24.0,94.0,23.0,1007.64,4.0,,0.0,,
2018-01-20 02:30:00,2018,Jan,1,20,2,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,26.0,89.0,24.0,1007.64,6.0,,0.0,,
2018-01-20 04:30:00,2018,Jan,1,20,4,30,0,Kuala Lumpur,Sepang,Sepang,24.0,94.0,23.0,1004.97,7.0,,0.0,,
2018-01-20 11:00:00,2018,Jan,1,20,11,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,28.0,79.0,24.0,1008.64,13.0,,4.0,,
2018-01-20 17:00:00,2018,Jan,1,20,17,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,30.0,66.0,23.0,1004.64,15.0,,2.0,,
2018-01-20 20:30:00,2018,Jan,1,20,20,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,26.0,89.0,24.0,1006.64,7.0,,0.0,,
2018-01-20 21:30:00,2018,Jan,1,20,21,30,0,Kuala Lumpur,Sepang,Sepang,28.0,84.0,25.0,1005.97,4.0,,0.0,,
2018-01-21 18:30:00,2018,Jan,1,21,18,30,0,Kuala Lumpur,Sepang,Sepang,31.0,66.0,24.0,1002.97,11.0,,0.0,,
2018-01-21 23:30:00,2018,Jan,1,21,23,30,0,Kuala Lumpur,Sepang,Sepang,27.0,84.0,24.0,1005.97,6.0,,0.0,,
2018-01-22 12:30:00,2018,Jan,1,22,12,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,29.0,74.0,24.0,1008.64,7.0,,7.0,,
2018-01-22 17:00:00,2018,Jan,1,22,17,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,30.0,74.0,25.0,1004.64,11.0,,2.0,,
2018-01-23 03:00:00,2018,Jan,1,23,3,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,25.0,89.0,23.0,1006.64,2.0,,0.0,,
2018-01-23 07:30:00,2018,Jan,1,23,7,30,0,Kuala Lumpur,Sepang,Sepang,25.0,94.0,24.0,1004.97,7.0,,0.0,,
2018-01-23 23:00:00,2018,Jan,1,23,23,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,25.0,94.0,24.0,1008.64,4.0,,0.0,,
2018-01-24 02:30:00,2018,Jan,1,24,2,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,25.0,94.0,24.0,1006.64,0.0,,0.0,,
2018-01-25 08:00:00,2018,Jan,1,25,8,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,25.0,94.0,24.0,1006.64,2.0,,0.0,,
2018-01-26 02:00:00,2018,Jan,1,26,2,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,27.0,84.0,24.0,1006.64,4.0,,0.0,,
2018-01-26 03:30:00,2018,Jan,1,26,3,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,26.0,94.0,25.0,1005.64,0.0,,0.0,,
2018-01-26 07:00:00,2018,Jan,1,26,7,0,0,Kuala Lumpur,Sepang,Sepang,24.0,94.0,23.0,1003.97,4.0,,0.0,,
2018-01-26 09:30:00,2018,Jan,1,26,9,30,0,Kuala Lumpur,Sepang,Sepang,28.0,84.0,25.0,1005.97,2.0,,1.0,,
2018-01-26 10:00:00,2018,Jan,1,26,10,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,28.0,84.0,25.0,1007.64,13.0,,2.0,,
2018-01-26 22:00:00,2018,Jan,1,26,22,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,27.0,84.0,24.0,1006.64,7.0,,0.0,,
2018-01-26 23:00:00,2018,Jan,1,26,23,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,26.0,89.0,24.0,1007.64,6.0,,0.0,,
2018-01-28 15:00:00,2018,Jan,1,28,15,0,0,Kuala Lumpur,Sepang,Sepang,31.0,66.0,24.0,1004.97,6.0,,6.0,,
2018-01-28 18:30:00,2018,Jan,1,28,18,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,27.0,89.0,25.0,1005.64,11.0,,0.0,,
2018-01-28 21:00:00,2018,Jan,1,28,21,0,0,Kuala Lumpur,Sepang,Sepang,28.0,84.0,25.0,1006.97,6.0,,0.0,,
2018-01-30 15:00:00,2018,Jan,1,30,15,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,31.0,75.0,26.0,1007.64,15.0,,6.0,,
2018-01-30 16:00:00,2018,Jan,1,30,16,0,0,Kuala Lumpur,Sepang,Sepang,32.0,70.0,26.0,1004.97,11.0,,4.0,,
2018-01-30 22:00:00,2018,Jan,1,30,22,0,0,Kuala Lumpur,Sepang,Sepang,28.0,84.0,25.0,1007.96,9.0,,0.0,,
2018-01-30 23:30:00,2018,Jan,1,30,23,30,0,Kuala Lumpur,Sepang,Sepang,27.0,89.0,25.0,1007.96,13.0,,0.0,,
2018-01-31 16:00:00,2018,Jan,1,31,16,0,0,Kuala Lumpur,Sepang,Sepang,31.0,75.0,26.0,1004.97,11.0,,4.0,,
2018-02-01 00:30:00,2018,Feb,2,1,0,30,0,Kuala Lumpur,Sepang,Sepang,26.0,83.0,23.0,1008.96,6.0,,0.0,,
2018-02-01 04:00:00,2018,Feb,2,1,4,0,0,Kuala Lumpur,Sepang,Sepang,26.0,89.0,24.0,1006.97,0.0,,0.0,,
2018-02-01 10:00:00,2018,Feb,2,1,10,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,28.0,84.0,25.0,1011.64,7.0,,2.0,,
2018-02-01 21:30:00,2018,Feb,2,1,21,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,28.0,84.0,25.0,1008.64,6.0,,0.0,,
2018-02-02 01:30:00,2018,Feb,2,2,1,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,27.0,89.0,25.0,1010.64,4.0,,0.0,,
2018-02-02 09:00:00,2018,Feb,2,2,9,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,26.0,83.0,23.0,1010.64,6.0,,1.0,,
2018-02-03 09:00:00,2018,Feb,2,3,9,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,26.0,78.0,22.0,1011.64,6.0,,1.0,,
2018-02-03 22:00:00,2018,Feb,2,3,22,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,27.0,79.0,23.0,1010.64,0.0,,0.0,,
2018-02-04 03:30:00,2018,Feb,2,4,3,30,0,Kuala Lumpur,Sepang,Sepang,26.0,69.0,20.0,1007.96,20.0,,0.0,,
2018-02-04 20:00:00,2018,Feb,2,4,20,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,29.0,66.0,22.0,1009.64,13.0,,0.0,,
2018-02-04 23:00:00,2018,Feb,2,4,23,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,28.0,79.0,24.0,1011.64,4.0,,0.0,,
2018-02-05 03:00:00,2018,Feb,2,5,3,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,24.0,83.0,21.0,1010.64,6.0,,0.0,,
2018-02-05 06:00:00,2018,Feb,2,5,6,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,23.0,83.0,20.0,1010.64,4.0,,0.0,,
2018-02-05 11:00:00,2018,Feb,2,5,11,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,30.0,58.0,21.0,1013.64,17.0,,4.0,,
2018-02-05 18:30:00,2018,Feb,2,5,18,30,0,Kuala Lumpur,Sepang,Sepang,30.0,66.0,23.0,1007.96,0.0,,0.0,,
2018-02-07 06:00:00,2018,Feb,2,7,6,0,0,Kuala Lumpur,Sepang,Sepang,25.0,69.0,19.0,1007.96,9.0,,0.0,,
2018-02-07 09:00:00,2018,Feb,2,7,9,0,0,Kuala Lumpur,Sepang,Sepang,26.0,69.0,20.0,1009.96,7.0,,1.0,,
2018-02-07 11:30:00,2018,Feb,2,7,11,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,30.0,55.0,20.0,1011.64,13.0,,5.0,,
2018-02-07 12:30:00,2018,Feb,2,7,12,30,0,Kuala Lumpur,Sepang,Sepang,30.0,58.0,21.0,1009.96,9.0,,8.0,,
2018-02-07 14:30:00,2018,Feb,2,7,14,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,30.0,62.0,22.0,1009.64,15.0,,7.0,,
2018-02-07 20:00:00,2018,Feb,2,7,20,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,29.0,70.0,23.0,1008.64,7.0,,0.0,,
2018-02-07 21:30:00,2018,Feb,2,7,21,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,27.0,74.0,22.0,1010.64,6.0,,0.0,,
2018-02-08 23:30:00,2018,Feb,2,8,23,30,0,Kuala Lumpur,Sepang,Sepang,27.0,70.0,21.0,1008.96,15.0,,0.0,,
2018-02-09 10:30:00,2018,Feb,2,9,10,30,0,Kuala Lumpur,Sepang,Sepang,29.0,58.0,20.0,1008.96,9.0,,3.0,,
2018-02-09 12:30:00,2018,Feb,2,9,12,30,0,Kuala Lumpur,Sepang,Sepang,32.0,52.0,21.0,1008.96,4.0,,8.0,,
2018-02-09 20:00:00,2018,Feb,2,9,20,0,0,Kuala Lumpur,Sepang,Sepang,28.0,74.0,23.0,1006.97,4.0,,0.0,,
2018-02-09 20:30:00,2018,Feb,2,9,20,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,29.0,58.0,20.0,1008.64,4.0,,0.0,,
2018-02-10 18:30:00,2018,Feb,2,10,18,30,0,Kuala Lumpur,Sepang,Sepang,29.0,70.0,23.0,1006.97,6.0,,0.0,,
2018-02-10 21:00:00,2018,Feb,2,10,21,0,0,Kuala Lumpur,Sepang,Sepang,28.0,79.0,24.0,1007.96,4.0,,0.0,,
2018-02-10 23:00:00,2018,Feb,2,10,23,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,29.0,51.0,18.0,1011.64,6.0,,0.0,,
2018-02-11 13:30:00,2018,Feb,2,11,13,30,0,Kuala Lumpur,Sepang,Sepang,33.0,49.0,21.0,1008.96,6.0,,8.0,,
2018-02-12 14:00:00,2018,Feb,2,12,14,0,0,Kuala Lumpur,Sepang,Sepang,34.0,38.0,18.0,1009.96,24.0,,8.0,,
2018-02-13 12:00:00,2018,Feb,2,13,12,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,46.0,19.0,1014.64,9.0,,6.0,,
2018-02-14 01:00:00,2018,Feb,2,14,1,0,0,Kuala Lumpur,Sepang,Sepang,27.0,70.0,21.0,1011.96,20.0,,0.0,,
2018-02-14 14:00:00,2018,Feb,2,14,14,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,52.0,21.0,1012.64,11.0,,8.0,,
2018-02-14 20:30:00,2018,Feb,2,14,20,30,0,Kuala Lumpur,Sepang,Sepang,27.0,79.0,23.0,1009.96,0.0,,0.0,,
2018-02-14 23:30:00,2018,Feb,2,14,23,30,0,Kuala Lumpur,Sepang,Sepang,27.0,79.0,23.0,1011.96,6.0,,0.0,,
2018-02-15 09:00:00,2018,Feb,2,15,9,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,25.0,83.0,22.0,1014.64,9.0,,1.0,,
2018-02-15 20:00:00,2018,Feb,2,15,20,0,0,Kuala Lumpur,Sepang,Sepang,29.0,74.0,24.0,1008.96,7.0,,0.0,,
2018-02-16 02:30:00,2018,Feb,2,16,2,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,26.0,83.0,23.0,1011.64,0.0,,0.0,,
2018-02-16 10:30:00,2018,Feb,2,16,10,30,0,Kuala Lumpur,Sepang,Sepang,30.0,70.0,24.0,1010.96,7.0,,4.0,,
2018-02-16 16:00:00,2018,Feb,2,16,16,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,33.0,52.0,22.0,1008.64,13.0,,5.0,,
2018-03-20 12:00:00,2018,Mar,3,20,12,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,30.0,79.0,26.0,1009.64,15.0,,7.0,,
2018-03-20 15:00:00,2018,Mar,3,20,15,0,0,Kuala Lumpur,Sepang,Sepang,32.0,66.0,25.0,1004.97,11.0,,7.0,,
2018-03-21 04:00:00,2018,Mar,3,21,4,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,25.0,89.0,23.0,1007.64,6.0,,0.0,,
2018-03-21 11:30:00,2018,Mar,3,21,11,30,0,Kuala Lumpur,Sepang,Sepang,31.0,70.0,25.0,1007.96,7.0,,6.0,,
2018-03-21 19:00:00,2018,Mar,3,21,19,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,31.0,66.0,24.0,1005.64,7.0,,0.0,,
2018-03-22 00:00:00,2018,Mar,3,22,0,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,29.0,79.0,25.0,1008.64,7.0,,0.0,,
2018-03-22 03:30:00,2018,Mar,3,22,3,30,0,Kuala Lumpur,Sepang,Sepang,27.0,84.0,24.0,1004.97,2.0,,0.0,,
2018-03-22 11:00:00,2018,Mar,3,22,11,0,0,Kuala Lumpur,Sepang,Sepang,32.0,59.0,23.0,1005.97,19.0,,5.0,,
2018-03-22 20:00:00,2018,Mar,3,22,20,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,30.0,70.0,24.0,1005.64,7.0,,0.0,,
2018-03-22 23:00:00,2018,Mar,3,22,23,0,0,Kuala Lumpur,Sepang,Sepang,28.0,79.0,24.0,1005.97,7.0,,0.0,,
2018-03-23 02:00:00,2018,Mar,3,23,2,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,28.0,74.0,23.0,1006.64,4.0,,0.0,,
2018-03-23 17:00:00,2018,Mar,3,23,17,0,0,Kuala Lumpur,Sepang,Sepang,32.0,59.0,23.0,1002.97,13.0,,2.0,,
2018-03-23 17:30:00,2018,Mar,3,23,17,30,0,Kuala Lumpur,Sepang,Sepang,31.0,62.0,23.0,1002.97,13.0,,1.0,,
2018-03-24 09:00:00,2018,Mar,3,24,9,0,0,Kuala Lumpur,Sepang,Sepang,28.0,70.0,22.0,1007.96,7.0,,1.0,,
2018-03-24 18:00:00,2018,Mar,3,24,18,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,62.0,24.0,1006.64,19.0,,1.0,,
2018-03-25 18:30:00,2018,Mar,3,25,18,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,31.0,70.0,25.0,1008.64,11.0,,0.0,,
2018-03-25 19:00:00,2018,Mar,3,25,19,0,0,Kuala Lumpur,Sepang,Sepang,28.0,84.0,25.0,1007.96,6.0,,0.0,,
2018-03-26 01:00:00,2018,Mar,3,26,1,0,0,Kuala Lumpur,Sepang,Sepang,26.0,89.0,24.0,1010.96,6.0,,0.0,,
2018-03-26 02:00:00,2018,Mar,3,26,2,0,0,Kuala Lumpur,Sepang,Sepang,26.0,89.0,24.0,1009.96,0.0,,0.0,,
2018-03-26 04:00:00,2018,Mar,3,26,4,0,0,Kuala Lumpur,Sepang,Sepang,26.0,89.0,24.0,1007.96,7.0,,0.0,,
2018-03-26 10:00:00,2018,Mar,3,26,10,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,29.0,79.0,25.0,1012.64,6.0,,3.0,,
2018-03-26 13:30:00,2018,Mar,3,26,13,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,66.0,25.0,1010.64,15.0,,9.0,,
2018-03-26 19:00:00,2018,Mar,3,26,19,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,28.0,84.0,25.0,1008.64,13.0,,0.0,,
2018-03-26 22:30:00,2018,Mar,3,26,22,30,0,Kuala Lumpur,Sepang,Sepang,26.0,94.0,25.0,1009.96,13.0,,0.0,,
2018-03-27 03:00:00,2018,Mar,3,27,3,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,26.0,89.0,24.0,1009.64,4.0,,0.0,,
2018-03-27 12:00:00,2018,Mar,3,27,12,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,30.0,74.0,25.0,1011.64,7.0,,7.0,,
2018-03-27 15:00:00,2018,Mar,3,27,15,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,31.0,70.0,25.0,1008.64,15.0,,7.0,,
2018-03-28 03:00:00,2018,Mar,3,28,3,0,0,Kuala Lumpur,Sepang,Sepang,25.0,89.0,23.0,1007.96,7.0,,0.0,,
2018-03-28 13:30:00,2018,Mar,3,28,13,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,31.0,75.0,26.0,1009.64,22.0,,9.0,,
2018-03-28 21:00:00,2018,Mar,3,28,21,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,29.0,74.0,24.0,1008.64,4.0,,0.0,,
2018-03-29 03:30:00,2018,Mar,3,29,3,30,0,Kuala Lumpur,Sepang,Sepang,27.0,84.0,24.0,1006.97,7.0,,0.0,,
2018-03-29 18:30:00,2018,Mar,3,29,18,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,31.0,66.0,24.0,1006.64,7.0,,0.0,,
2018-03-30 08:00:00,2018,Mar,3,30,8,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,25.0,94.0,24.0,1009.64,6.0,,0.0,,
2018-03-30 15:00:00,2018,Mar,3,30,15,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,32.0,70.0,26.0,1007.64,15.0,,7.0,,
2018-03-31 03:00:00,2018,Mar,3,31,3,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,27.0,84.0,24.0,1008.64,11.0,,0.0,,
2018-03-31 13:30:00,2018,Mar,3,31,13,30,0,Kuala Lumpur,Sepang,Sepang,32.0,62.0,24.0,1006.97,9.0,,9.0,,
2018-03-31 17:30:00,2018,Mar,3,31,17,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,31.0,75.0,26.0,1005.64,13.0,,1.0,,
2018-03-31 19:00:00,2018,Mar,3,31,19,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,30.0,74.0,25.0,1006.64,9.0,,0.0,,
2018-04-01 08:00:00,2018,Apr,4,1,8,0,0,Kuala Lumpur,Sepang,Sepang,26.0,83.0,23.0,1006.97,6.0,,0.0,,
2018-04-01 15:00:00,2018,Apr,4,1,15,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,31.0,70.0,25.0,1007.64,15.0,,7.0,,
2018-04-01 18:00:00,2018,Apr,4,1,18,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,31.0,66.0,24.0,1005.64,11.0,,1.0,,
2018-04-01 22:30:00,2018,Apr,4,1,22,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,29.0,74.0,24.0,1008.64,4.0,,0.0,,
2018-04-02 20:30:00,2018,Apr,4,2,20,30,0,Kuala Lumpur,Sepang,Sepang,29.0,84.0,26.0,1005.97,2.0,,0.0,,
2018-04-03 13:30:00,2018,Apr,4,3,13,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,66.0,25.0,1008.64,13.0,,9.0,,
2018-04-04 09:00:00,2018,Apr,4,4,9,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,28.0,84.0,25.0,1008.64,9.0,,1.0,,
2018-04-04 10:30:00,2018,Apr,4,4,10,30,0,Kuala Lumpur,Sepang,Sepang,29.0,74.0,24.0,1007.96,4.0,,4.0,,
2018-04-04 17:00:00,2018,Apr,4,4,17,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,30.0,74.0,25.0,1004.64,13.0,,2.0,,
2018-04-05 11:30:00,2018,Apr,4,5,11,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,66.0,25.0,1008.64,9.0,,6.0,,
2018-04-06 01:30:00,2018,Apr,4,6,1,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,28.0,89.0,26.0,1007.64,0.0,,0.0,,
2018-04-06 08:00:00,2018,Apr,4,6,8,0,0,Kuala Lumpur,Sepang,Sepang,27.0,79.0,23.0,1005.97,7.0,,0.0,,
2018-04-06 10:00:00,2018,Apr,4,6,10,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,29.0,79.0,25.0,1008.64,7.0,,3.0,,
2018-04-07 03:00:00,2018,Apr,4,7,3,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,29.0,66.0,22.0,1007.64,6.0,,0.0,,
2018-04-07 14:30:00,2018,Apr,4,7,14,30,0,Kuala Lumpur,Sepang,Sepang,33.0,55.0,23.0,1005.97,6.0,,8.0,,
2018-04-07 18:00:00,2018,Apr,4,7,18,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,31.0,66.0,24.0,1004.64,11.0,,1.0,,
2018-04-07 19:30:00,2018,Apr,4,7,19,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,30.0,70.0,24.0,1006.64,6.0,,0.0,,
2018-04-08 17:30:00,2018,Apr,4,8,17,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,55.0,22.0,1005.64,15.0,,1.0,,
2018-04-08 18:00:00,2018,Apr,4,8,18,0,0,Kuala Lumpur,Sepang,Sepang,30.0,66.0,23.0,1003.97,9.0,,1.0,,
2018-04-09 18:00:00,2018,Apr,4,9,18,0,0,Kuala Lumpur,Sepang,Sepang,34.0,49.0,22.0,1003.97,17.0,,1.0,,
2018-04-09 18:00:00,2018,Apr,4,9,18,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,32.0,66.0,25.0,1005.64,13.0,,1.0,,
2018-04-10 04:00:00,2018,Apr,4,10,4,0,0,Kuala Lumpur,Sepang,Sepang,26.0,83.0,23.0,1005.97,4.0,,0.0,,
2018-04-10 04:00:00,2018,Apr,4,10,4,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,27.0,89.0,25.0,1007.64,4.0,,0.0,,
2018-04-10 08:30:00,2018,Apr,4,10,8,30,0,Kuala Lumpur,Sepang,Sepang,26.0,83.0,23.0,1006.97,2.0,,1.0,,
2018-04-12 07:00:00,2018,Apr,4,12,7,0,0,Kuala Lumpur,Sepang,Sepang,25.0,89.0,23.0,1005.97,4.0,,0.0,,
2018-04-13 02:30:00,2018,Apr,4,13,2,30,0,Kuala Lumpur,Sepang,Sepang,28.0,74.0,23.0,1005.97,7.0,,0.0,,
2018-04-13 08:00:00,2018,Apr,4,13,8,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,28.0,89.0,26.0,1007.64,7.0,,0.0,,
2018-04-13 23:30:00,2018,Apr,4,13,23,30,0,Kuala Lumpur,Sepang,Sepang,28.0,89.0,26.0,1005.97,0.0,,0.0,,
2018-04-14 23:00:00,2018,Apr,4,14,23,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,26.0,94.0,25.0,1008.64,4.0,,0.0,,
2018-04-15 03:00:00,2018,Apr,4,15,3,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,25.0,94.0,24.0,1007.64,4.0,,0.0,,
2018-04-16 14:30:00,2018,Apr,4,16,14,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,31.0,75.0,26.0,1008.64,19.0,,7.0,,
2018-04-16 21:30:00,2018,Apr,4,16,21,30,0,Kuala Lumpur,Sepang,Sepang,25.0,94.0,24.0,1007.96,4.0,,0.0,,
2018-04-17 08:00:00,2018,Apr,4,17,8,0,0,Kuala Lumpur,Sepang,Sepang,25.0,94.0,24.0,1008.96,7.0,,0.0,,
2018-04-17 09:00:00,2018,Apr,4,17,9,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,28.0,89.0,26.0,1010.64,4.0,,1.0,,
2018-04-18 00:30:00,2018,Apr,4,18,0,30,0,Kuala Lumpur,Sepang,Sepang,26.0,89.0,24.0,1008.96,4.0,,0.0,,
2018-04-18 02:00:00,2018,Apr,4,18,2,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,27.0,89.0,25.0,1009.64,0.0,,0.0,,
2018-04-18 15:30:00,2018,Apr,4,18,15,30,0,Kuala Lumpur,Sepang,Sepang,35.0,49.0,23.0,1004.97,9.0,,5.0,,
2018-04-18 22:30:00,2018,Apr,4,18,22,30,0,Kuala Lumpur,Sepang,Sepang,24.0,94.0,23.0,1007.96,4.0,,0.0,,
2018-04-19 00:00:00,2018,Apr,4,19,0,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,28.0,89.0,26.0,1009.64,2.0,,0.0,,
2018-04-19 05:00:00,2018,Apr,4,19,5,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,26.0,89.0,24.0,1007.64,7.0,,0.0,,
2018-04-19 09:00:00,2018,Apr,4,19,9,0,0,Kuala Lumpur,Sepang,Sepang,27.0,84.0,24.0,1007.96,0.0,,1.0,,
2018-04-19 09:00:00,2018,Apr,4,19,9,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,27.0,89.0,25.0,1008.64,7.0,,1.0,,
2018-04-20 02:00:00,2018,Apr,4,20,2,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,26.0,89.0,24.0,1008.64,6.0,,0.0,,
2018-04-20 12:30:00,2018,Apr,4,20,12,30,0,Kuala Lumpur,Sepang,Sepang,33.0,59.0,24.0,1006.97,7.0,,8.0,,
2018-04-20 14:00:00,2018,Apr,4,20,14,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,75.0,27.0,1007.64,17.0,,8.0,,
2018-04-20 21:00:00,2018,Apr,4,20,21,0,0,Pulau Pinang,Seberang Perai,Sungai Puyu,27.0,84.0,24.0,1007.64,0.0,,0.0,,
2018-04-20 22:30:00,2018,Apr,4,20,22,30,0,Kuala Lumpur,Sepang,Sepang,25.0,94.0,24.0,1007.96,6.0,,0.0,,
2018-04-21 23:00:00,2018,Apr,4,21,23,0,0,Kuala Lumpur,Sepang,Sepang,26.0,89.0,24.0,1007.96,6.0,,0.0,,
2018-04-22 01:00:00,2018,Apr,4,22,1,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,28.0,84.0,25.0,1008.64,0.0,,0.0,,
2018-04-22 03:00:00,2018,Apr,4,22,3,0,0,Kuala Lumpur,Sepang,Sepang,25.0,94.0,24.0,1005.97,0.0,,0.0,,
2018-04-22 04:30:00,2018,Apr,4,22,4,30,0,Pulau Pinang,Bayan Lepas,Batu Maung,27.0,89.0,25.0,1007.64,6.0,,0.0,,
2018-04-22 17:00:00,2018,Apr,4,22,17,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,70.0,26.0,1004.64,17.0,,2.0,,
2018-04-22 19:00:00,2018,Apr,4,22,19,0,0,Kuala Lumpur,Sepang,Sepang,31.0,70.0,25.0,1003.97,7.0,,0.0,,
2018-04-23 14:00:00,2018,Apr,4,23,14,0,0,Pulau Pinang,Bayan Lepas,Batu Maung,32.0,59.0,23.0,1007.64,9.0,,8.0,,
